JobID,Submit,Start,End,NNodes,QOS,State,Elapsed,User
18770153,2023-11-28 18:48:31,2023-11-28 18:58:51,2023-11-28 19:29:17,6,debug,TIMEOUT,00:30:26,joeschm
18770149,2023-11-28 18:47:51,,2023-11-28 18:48:14,6,debug,CANCELLED by 95065,00:00:00,joeschm
18769822,2023-11-28 18:37:38,2023-11-28 18:37:38,2023-11-28 19:07:58,6,debug,TIMEOUT,00:30:20,joeschm
18769813,2023-11-28 18:37:28,2023-11-28 18:37:29,2023-11-28 18:58:51,6,debug,COMPLETED,00:21:22,joeschm
18769145,2023-11-28 17:53:24,2023-11-28 17:53:25,2023-11-28 17:58:39,6,debug,COMPLETED,00:05:14,joeschm
18769105,2023-11-28 17:51:41,2023-11-28 17:51:53,2023-11-28 17:58:27,6,debug,COMPLETED,00:06:34,joeschm
18768489,2023-11-28 17:33:55,2023-11-28 17:33:56,2023-11-28 17:39:22,6,debug,COMPLETED,00:05:26,joeschm
18768378,2023-11-28 17:31:41,2023-11-28 17:31:42,2023-11-28 17:44:46,6,debug,COMPLETED,00:13:04,joeschm
18766501,2023-11-28 16:03:53,2023-11-28 16:04:59,2023-11-28 16:12:05,6,debug,COMPLETED,00:07:06,joeschm
18766142,2023-11-28 15:46:25,2023-11-28 15:46:25,2023-11-28 15:53:53,6,debug,COMPLETED,00:07:28,joeschm
18765324,2023-11-28 15:23:57,2023-11-28 15:24:50,2023-11-28 15:34:32,6,debug,COMPLETED,00:09:42,joeschm
18765152,2023-11-28 15:18:06,2023-11-28 15:18:08,2023-11-28 15:27:05,6,debug,COMPLETED,00:08:57,joeschm
18764306,2023-11-28 14:54:34,2023-11-28 14:54:41,2023-11-28 15:05:09,6,debug,COMPLETED,00:10:28,joeschm
18764208,2023-11-28 14:51:40,,2023-11-28 14:52:11,6,debug,CANCELLED by 95065,00:00:00,joeschm
18764204,2023-11-28 14:51:32,2023-11-28 14:52:11,2023-11-28 14:53:29,6,debug,CANCELLED by 95065,00:01:18,joeschm
18763688,2023-11-28 14:36:30,2023-11-28 14:39:37,2023-11-28 14:43:18,6,debug,CANCELLED by 95065,00:03:41,joeschm
18763655,2023-11-28 14:35:20,2023-11-28 14:35:20,2023-11-28 14:52:06,6,debug,COMPLETED,00:16:46,joeschm
18763501,2023-11-28 14:30:14,2023-11-28 14:30:14,2023-11-28 14:39:30,6,debug,COMPLETED,00:09:16,joeschm
18753952,2023-11-28 10:09:38,2023-11-28 10:13:42,2023-11-28 10:22:23,6,debug,COMPLETED,00:08:41,joeschm
18753919,2023-11-28 10:08:11,2023-11-28 10:13:15,2023-11-28 10:18:49,6,debug,COMPLETED,00:05:34,joeschm
18753256,2023-11-28 09:47:11,2023-11-28 10:03:41,2023-11-28 10:07:42,6,debug,COMPLETED,00:04:01,joeschm
18753249,2023-11-28 09:46:59,2023-11-28 09:59:07,2023-11-28 10:03:24,6,debug,COMPLETED,00:04:17,joeschm
18753244,2023-11-28 09:46:52,2023-11-28 09:53:46,2023-11-28 09:58:58,6,debug,COMPLETED,00:05:12,joeschm
18753238,2023-11-28 09:46:43,2023-11-28 09:49:02,2023-11-28 10:09:28,6,debug,COMPLETED,00:20:26,joeschm
18737987,2023-11-27 21:36:20,2023-11-27 21:44:29,2023-11-27 21:49:31,6,debug,COMPLETED,00:05:02,joeschm
18737905,2023-11-27 21:35:10,2023-11-27 21:44:03,2023-11-27 21:48:07,6,debug,COMPLETED,00:04:04,joeschm
18737902,2023-11-27 21:34:45,2023-11-27 21:39:37,2023-11-27 21:43:30,6,debug,COMPLETED,00:03:53,joeschm
18737888,2023-11-27 21:34:10,2023-11-27 21:39:04,2023-11-27 21:44:27,6,debug,COMPLETED,00:05:23,joeschm
18737627,2023-11-27 21:12:26,2023-11-27 21:21:34,2023-11-27 21:25:34,6,debug,COMPLETED,00:04:00,joeschm
18737619,2023-11-27 21:11:31,2023-11-27 21:16:15,2023-11-27 21:21:30,6,debug,COMPLETED,00:05:15,joeschm
18737617,2023-11-27 21:11:04,2023-11-27 21:14:36,2023-11-27 21:33:11,6,debug,COMPLETED,00:18:35,joeschm
18737606,2023-11-27 21:10:28,2023-11-27 21:11:33,2023-11-27 21:16:13,6,debug,COMPLETED,00:04:40,joeschm
18737216,2023-11-27 20:45:01,2023-11-27 20:52:52,2023-11-27 21:11:29,6,debug,COMPLETED,00:18:37,joeschm
18737159,2023-11-27 20:43:45,2023-11-27 20:49:34,2023-11-27 20:56:53,6,debug,COMPLETED,00:07:19,joeschm
18737155,2023-11-27 20:43:18,2023-11-27 20:43:26,2023-11-27 20:52:51,6,debug,COMPLETED,00:09:25,joeschm
18736505,2023-11-27 20:22:25,2023-11-27 20:30:25,2023-11-27 20:35:44,6,debug,COMPLETED,00:05:19,joeschm
18736486,2023-11-27 20:21:00,2023-11-27 20:29:38,2023-11-27 20:42:03,6,debug,COMPLETED,00:12:25,joeschm
18736476,2023-11-27 20:20:22,2023-11-27 20:25:33,2023-11-27 20:30:20,6,debug,COMPLETED,00:04:47,joeschm
18736467,2023-11-27 20:19:36,2023-11-27 20:25:10,2023-11-27 20:29:37,6,debug,COMPLETED,00:04:27,joeschm
18736026,2023-11-27 20:00:55,2023-11-27 20:13:09,2023-11-27 20:17:52,6,debug,COMPLETED,00:04:43,joeschm
18736006,2023-11-27 19:59:59,2023-11-27 20:05:54,2023-11-27 20:14:03,6,debug,COMPLETED,00:08:09,joeschm
18735967,2023-11-27 19:59:26,2023-11-27 20:05:54,2023-11-27 20:13:07,6,debug,COMPLETED,00:07:13,joeschm
18735804,2023-11-27 19:57:29,2023-11-27 20:01:12,2023-11-27 20:05:50,6,debug,COMPLETED,00:04:38,joeschm
18735431,2023-11-27 19:36:12,2023-11-27 19:40:28,2023-11-27 20:05:53,6,debug,COMPLETED,00:25:25,joeschm
18735081,2023-11-27 19:18:48,2023-11-27 19:20:05,2023-11-27 19:20:42,6,debug,COMPLETED,00:00:37,joeschm
